tconst;title;primaryTitle;startYear;genres;production_countries;popularity;poster_path;actors;directors;averageRating;numVotes;combined_features;index
tt4569240;A Monster with a Thousand Heads;A Monster with a Thousand Heads;2015;Drama,Thriller;Uruguay, Mexico;2.89;/wToNyO8nPExJGcIEryIj0EEuW3Z.jpg;Jana Raluy, Sebastián Aguirre, Hugo Albores, Emilio Echevarría, Úrsula Pruneda, Daniel Giménez Cacho, Noé Hernández, Harold Torres, Marisol Centeno, Veronica Falcón;Rodrigo Plá;6.5;1177;A Monster with a Thousand Heads Drama,Thriller Jana Raluy, Sebastián Aguirre, Hugo Albores, Emilio Echevarría, Úrsula Pruneda, Daniel Giménez Cacho, Noé Hernández, Harold Torres, Marisol Centeno, Veronica Falcón Rodrigo Plá;1176
tt1508955;Leo's Room;Leo's Room;2009;Drama,Romance;Argentina, Uruguay;2.335;/w76e5s1ampJypUfePjdT2Xrw0U9.jpg;Martín Rodríguez, Cecilia Cósero, Gerardo Begérez, Arturo Goetz, Mirella Pascual, Rafael Soliwoda, Carolina Alarcón, César Troncoso, Leonor Svarcas, Sylvia Murninkas;Enrique Buchichio;6.5;1160;Leo's Room Drama,Romance Martín Rodríguez, Cecilia Cósero, Gerardo Begérez, Arturo Goetz, Mirella Pascual, Rafael Soliwoda, Carolina Alarcón, César Troncoso, Leonor Svarcas, Sylvia Murninkas Enrique Buchichio;1177
tt0055966;The Witch's Mirror;The Witch's Mirror;1962;Fantasy,Horror,Thriller;Mexico;3.123;/o8zkmB9pFmxkCgjQfx83ygbG3yN.jpg;Rosita Arenas, Armando Calvo, Isabela Corona, Dina de Marco, Carlos Nieto, Alfredo Wally Barrón;Chano Urueta;6.5;1101;The Witch's Mirror Fantasy,Horror,Thriller Rosita Arenas, Armando Calvo, Isabela Corona, Dina de Marco, Carlos Nieto, Alfredo Wally Barrón Chano Urueta;1178
tt13353486;Notes for My Son;Notes for My Son;2020;Drama;Argentina;7.168;/nI5XuD0Il8LgsSyPvXESdafAtaD.jpg;Valeria Bertuccelli, Esteban Lamothe, Julian Sorin, Mauricio Dayub, Malena Pichot, Mónica Antonópulos, Fabián Arenillas, Paola Barrientos, Diego De Paula, Diego Gentile;Carlos Sorin;6.5;1043;Notes for My Son Drama Valeria Bertuccelli, Esteban Lamothe, Julian Sorin, Mauricio Dayub, Malena Pichot, Mónica Antonópulos, Fabián Arenillas, Paola Barrientos, Diego De Paula, Diego Gentile Carlos Sorin;1179
tt3249158;The Empty Hours;The Empty Hours;2013;Drama,Romance;Mexico, France, Spain;3.054;/yhFFcbZleWNnaVfmT0YOkPQdgs6.jpg;Kristyan Ferrer, Adriana Paz, Eliseo Lara Martínez, Abril Amaranta, Claudia Aragón, Mayra Batalla, Bartolo Campos, Carlos Ceja, Enrique Cueva, Eduardo Granados;Aarón Fernández Lesur;6.5;894;The Empty Hours Drama,Romance Kristyan Ferrer, Adriana Paz, Eliseo Lara Martínez, Abril Amaranta, Claudia Aragón, Mayra Batalla, Bartolo Campos, Carlos Ceja, Enrique Cueva, Eduardo Granados Aarón Fernández Lesur;1180
tt7425520;Buy Me a Gun;Buy Me a Gun;2018;Crime,Drama,Thriller;Colombia, Mexico;1.376;/ugRVV12qIpHy38iEAUBWwcBR9Mg.jpg;Ángel Rafael Yanez, Wallace Pereyda, Ángel Leonel Corral, Fabiana Hernandez, Matilde Hernandez, Rogelio Sosa, Mariano Sosa, Sostenes Rojas, Francisco García Navarro, Sergio Armando Campa Barreto;Julio Hernández Cordón;6.5;831;Buy Me a Gun Crime,Drama,Thriller Ángel Rafael Yanez, Wallace Pereyda, Ángel Leonel Corral, Fabiana Hernandez, Matilde Hernandez, Rogelio Sosa, Mariano Sosa, Sostenes Rojas, Francisco García Navarro, Sergio Armando Campa Barreto Julio Hernández Cordón;1181
tt1080857;I'm Gonna Explode;I'm Gonna Explode;2008;Drama,Thriller;Mexico;0.923;/99ys1u1up74ceKDZWwlkWZ4i7UT.jpg;Juan Pablo de Santiago, Maria Deschamps, Martha Claudia Moreno, Daniel Giménez Cacho, Rebecca Jones, Renato Ornelas, Gustavo González, Carlos Narro, Denis Soto, Mauricio Porras;Gerardo Naranjo;6.5;815;I'm Gonna Explode Drama,Thriller Juan Pablo de Santiago, Maria Deschamps, Martha Claudia Moreno, Daniel Giménez Cacho, Rebecca Jones, Renato Ornelas, Gustavo González, Carlos Narro, Denis Soto, Mauricio Porras Gerardo Naranjo;1182
tt0459127;Secondary Effects;Secondary Effects;2006;Adventure,Comedy,Fantasy;Mexico;1.574;/rXnoBMXMJbAUabADuKIMFiw2GQS.jpg;Marina de Tavira, Alejandra Gollas, Arturo Barba, Pedro Izquierdo, Aarón Aguilar, Moisés Arizmendi, Eugenio Bartilotti, José Antonio Barón, Fernando Berzosa, Humberto Cares;Issa López;6.5;798;Secondary Effects Adventure,Comedy,Fantasy Marina de Tavira, Alejandra Gollas, Arturo Barba, Pedro Izquierdo, Aarón Aguilar, Moisés Arizmendi, Eugenio Bartilotti, José Antonio Barón, Fernando Berzosa, Humberto Cares Issa López;1183
tt7224496;Oblivion Verses;Oblivion Verses;2017;Drama;Chile, France, Germany, Netherlands;3.018;/huh0JhP2JzXoaF1mdQTIZcCI7Y1.jpg;Juan Margallo, Tomás del Estal, Manuel Morón, Itziar Aizpuru, Gonzalo Robles, Amparo Noguera, Julio Jung, Willy Semler, Luis Dubó, Mario Soto;Alireza Khatami;6.5;751;Oblivion Verses Drama Juan Margallo, Tomás del Estal, Manuel Morón, Itziar Aizpuru, Gonzalo Robles, Amparo Noguera, Julio Jung, Willy Semler, Luis Dubó, Mario Soto Alireza Khatami;1184
tt4650738;Much Ado About Nothing;Much Ado About Nothing;2016;Drama;France, Chile, United States of America;1.222;/sltBvNQGWY3Jnpecy4kbRxJ17v5.jpg;Agustín Silva, Paulina García, Daniel Alcaíno, Alejandro Goic, Luis Gnecco, Samuel Landea, Geraldine Neary, Isabella Costa, Augusto Schuster, Pilar Ronderos;Alejandro Fernández Almendras;6.5;725;Much Ado About Nothing Drama Agustín Silva, Paulina García, Daniel Alcaíno, Alejandro Goic, Luis Gnecco, Samuel Landea, Geraldine Neary, Isabella Costa, Augusto Schuster, Pilar Ronderos Alejandro Fernández Almendras;1185
tt6147512;The Desert Bride;The Desert Bride;2017;Drama;Chile, Argentina;3.604;/ufdIxLU0d0QMvtHDZGvRLu7ebrd.jpg;Paulina García, Claudio Rissi, María Cristina López, José Emilio Vera, Susana Pampín, Juan Paulo Vera, Andrea Gentile, Daniela Olivares, Iván Moschner, Daniel Muñoz;Cecilia Atán, Valeria Pivato;6.5;723;The Desert Bride Drama Paulina García, Claudio Rissi, María Cristina López, José Emilio Vera, Susana Pampín, Juan Paulo Vera, Andrea Gentile, Daniela Olivares, Iván Moschner, Daniel Muñoz Cecilia Atán, Valeria Pivato;1186
tt0192745;Life Is to Whistle;Life Is to Whistle;1998;Comedy,Drama,Music;Cuba;0.613;/cGC5t77XdRwDTpNzbnVkKEkG6AK.jpg;Luis Alberto García, Coralia Veloz, Claudia Rojas, Ana Victoria Pérez, Isabel Santos, Rolando Brito, Juan Manuel Reyes, Monica Guffanti, Veronica Milagros, Manuel Porto;Fernando Pérez;6.5;712;Life Is to Whistle Comedy,Drama,Music Luis Alberto García, Coralia Veloz, Claudia Rojas, Ana Victoria Pérez, Isabel Santos, Rolando Brito, Juan Manuel Reyes, Monica Guffanti, Veronica Milagros, Manuel Porto Fernando Pérez;1187
tt9471828;Wandering Heart;Wandering Heart;2021;Drama;Argentina, Brazil, Chile, Netherlands, Spain;3.756;/bB0WO3TCjbyVcVM8yTpdMAn3Uy1.jpg;Leonardo Sbaraglia, Miranda de la Serna, Eva Llorach, Iván González, Alberto Ajaka, Tuca Andrada, Rodrigo dos Santos, Beatriz Rajland, Juan Ignacio Ugüet, Benjamín Ruiz;Leonardo Brzezicki;6.5;689;Wandering Heart Drama Leonardo Sbaraglia, Miranda de la Serna, Eva Llorach, Iván González, Alberto Ajaka, Tuca Andrada, Rodrigo dos Santos, Beatriz Rajland, Juan Ignacio Ugüet, Benjamín Ruiz Leonardo Brzezicki;1188
tt6708834;The Awakening of the Ants;The Awakening of the Ants;2019;Drama;Costa Rica, Spain;1.854;/ubmDpSF8gXZ6d2xSiMB3sOOFis2.jpg;Daniela Valenciano, Leynar Gomez, Isabella Moscoso, Adriana Alvarez, Carolina Fernandez, Katia Arce, Arlene Rodriguez, Johanna Rodriguez Vargas, Kyrsia Rodriguez, Greivin Chavarpia;Antonella Sudasassi;6.5;676;The Awakening of the Ants Drama Daniela Valenciano, Leynar Gomez, Isabella Moscoso, Adriana Alvarez, Carolina Fernandez, Katia Arce, Arlene Rodriguez, Johanna Rodriguez Vargas, Kyrsia Rodriguez, Greivin Chavarpia Antonella Sudasassi;1189
tt3246908;The Boxcar Children;The Boxcar Children;2014;Adventure,Animation,Family;South Korea, United States of America, Guatemala;5.411;/t184N3Tl7JtwBynjhva18o8EBHN.jpg;Illeana Douglas, Mackenzie Foy, Zachary Gordon, Joey King, Jadon Sand, Martin Sheen, J.K. Simmons, D.B. Sweeney, Audrey Wasilewski;Daniel Chuba, Mark A.Z. Dippé;6.5;638;The Boxcar Children Adventure,Animation,Family Illeana Douglas, Mackenzie Foy, Zachary Gordon, Joey King, Jadon Sand, Martin Sheen, J.K. Simmons, D.B. Sweeney, Audrey Wasilewski Daniel Chuba, Mark A.Z. Dippé;1190
tt1661236;The Movie Teller;The Movie Teller;2023;Drama;Chile, France, Spain;3.111;/eYxVRiXUrsURNI4sLpKh0zjENdp.jpg;Bérénice Bejo, Daniel Brühl, Antonio de la Torre, Sara Becker, Alondra Valenzuela, Joaquín Guzmán, Santiago Urbina, Elian Ponce, Francisco Díaz, Beltrán Izquierdo;Lone Scherfig;6.5;579;The Movie Teller Drama Bérénice Bejo, Daniel Brühl, Antonio de la Torre, Sara Becker, Alondra Valenzuela, Joaquín Guzmán, Santiago Urbina, Elian Ponce, Francisco Díaz, Beltrán Izquierdo Lone Scherfig;1191
tt3810572;You Will Know What to Do with Me;You Will Know What to Do with Me;2015;Drama,Romance;Mexico;1.073;/eztk17d9gzXBoq7vkpfClpCuYW.jpg;Mora Ferriol Avails, Arturo Barba, Rosa María Bianchi, Jose Angel Bichir, Alfonso Borbolla, Pablo Derqui, Rodrigo Franco, Jacobo Lieberman, Eduardo Negrete, Gabriel Nuncio;Katina Medina Mora;6.5;570;You Will Know What to Do with Me Drama,Romance Mora Ferriol Avails, Arturo Barba, Rosa María Bianchi, Jose Angel Bichir, Alfonso Borbolla, Pablo Derqui, Rodrigo Franco, Jacobo Lieberman, Eduardo Negrete, Gabriel Nuncio Katina Medina Mora;1192
tt9032124;The Man Who Bought the Moon;The Man Who Bought the Moon;2018;Comedy;Albania, Argentina, Italy;4.781;/h9zS0xGyxlDO4DUwYIhv26k1sBG.jpg;Jacopo Cullin, Francesco Pannofino, Stefano Fresi, Benito Urgu, Ángela Molina, Lazar Ristovski, Pascual Condito, Giovanni Cugusi, Gregory Dayton, Ivan Garau;Paolo Zucca;6.5;548;The Man Who Bought the Moon Comedy Jacopo Cullin, Francesco Pannofino, Stefano Fresi, Benito Urgu, Ángela Molina, Lazar Ristovski, Pascual Condito, Giovanni Cugusi, Gregory Dayton, Ivan Garau Paolo Zucca;1193
tt5623224;The Long Night of Francisco Sanctis;The Long Night of Francisco Sanctis;2016;Drama;Argentina;1.134;/oQfslMWBcaTWKTd0g3bdtBZl54J.jpg;Diego Velázquez, Laura Paredes, Valeria Lois, Marcelo Subiotto, Rafael Federman, Romina Pinto, Fiorela Duranda, Jorge Lorenzo;Francisco Márquez, Andrea Testa;6.5;531;The Long Night of Francisco Sanctis Drama Diego Velázquez, Laura Paredes, Valeria Lois, Marcelo Subiotto, Rafael Federman, Romina Pinto, Fiorela Duranda, Jorge Lorenzo Francisco Márquez, Andrea Testa;1194
tt6131208;Sergio and Sergei;Sergio and Sergei;2017;Drama;Cuba, Spain;2.263;/lJQl4BIbNSnLoHJkIjVxbHN5Ubg.jpg;Tomás Cao, Héctor Noas, Ron Perlman, Yuliet Cruz, Mario Guerra, Ana Gloria Buduén, Armando Miguel Gómez, Camila Arteche, Idalmis Garcia, Ailín de la Caridad Rodriguez;Ernesto Daranas;6.5;507;Sergio and Sergei Drama Tomás Cao, Héctor Noas, Ron Perlman, Yuliet Cruz, Mario Guerra, Ana Gloria Buduén, Armando Miguel Gómez, Camila Arteche, Idalmis Garcia, Ailín de la Caridad Rodriguez Ernesto Daranas;1195
tt1696181;The Bad Intentions;The Bad Intentions;2011;Comedy,Drama;Argentina, Germany, Peru;1.855;/5om43j7p1otPUOR25P7evPUPXon.jpg;Fatima Buntinx, Katerina D'Onofrio, Melchor Gorrochátegui, Kani Hart, Jean-Paul Strauss, Paul Vega;Rosario Garcia-Montero;6.5;477;The Bad Intentions Comedy,Drama Fatima Buntinx, Katerina D'Onofrio, Melchor Gorrochátegui, Kani Hart, Jean-Paul Strauss, Paul Vega Rosario Garcia-Montero;1196
tt1264879;Chance;Chance;2009;Comedy,Drama;Panama, Mexico;3.671;/o4kKIVK4Oo8XhL7JIvF8mea55nu.jpg;Francisco Gattorno, Isabella Santodomingo, Aída Morales, Rosa Isabel Lorenzo, Maria Alejandra Palacios, Maria Cristina Palacios, Juan David Valdez Lauri, Yiniva Cardenas, Juanxo Villaverde, Masha Armuelles Voinova;Abner Benaim;6.5;451;Chance Comedy,Drama Francisco Gattorno, Isabella Santodomingo, Aída Morales, Rosa Isabel Lorenzo, Maria Alejandra Palacios, Maria Cristina Palacios, Juan David Valdez Lauri, Yiniva Cardenas, Juanxo Villaverde, Masha Armuelles Voinova Abner Benaim;1197
tt1525346;The Prize;The Prize;2011;Drama;France, Germany, Mexico, Poland;2.357;/b9I0UZDaksIieigdRaognEadsNV.jpg;Paula Galinelli Hertzog, Laura Agorreca, Viviana Suraniti, Sharon Herrera, Diego Alfonso, Uriel Iasillo;Paula Markovitch;6.5;437;The Prize Drama Paula Galinelli Hertzog, Laura Agorreca, Viviana Suraniti, Sharon Herrera, Diego Alfonso, Uriel Iasillo Paula Markovitch;1198
tt1822237;Check Mate;Check Mate;2012;Drama,Thriller;Dominican Republic;1.754;/4wV6Z3kk20U8IjuJWKnkWqQ4xLV.jpg;Adrián Mas, Frank Perozo, Ico Abreu, Luis Manuel Aguilo, Marcos Bonetti, Olga Bucarelli, Sergio Carlo, Frainy Ceballos, Johnnie Mercedes, Luis Nova;José María Cabral;6.5;428;Check Mate Drama,Thriller Adrián Mas, Frank Perozo, Ico Abreu, Luis Manuel Aguilo, Marcos Bonetti, Olga Bucarelli, Sergio Carlo, Frainy Ceballos, Johnnie Mercedes, Luis Nova José María Cabral;1199
tt1526317;Southern District;Southern District;2009;Drama;Bolivia;1.123;/qvevCZ91MXM5yQQlmeP5j4kRx9a.jpg;Ninón del Castillo, Pascual Loayza, Nicolás Fernández, Juan Pablo Koria, Mariana Vargas, Viviana Condori, Luisa De Urioste, Glenda Rodríguez, Ximena Alvarez, Juana Chuquimia;Juan Carlos Valdivia;6.5;407;Southern District Drama Ninón del Castillo, Pascual Loayza, Nicolás Fernández, Juan Pablo Koria, Mariana Vargas, Viviana Condori, Luisa De Urioste, Glenda Rodríguez, Ximena Alvarez, Juana Chuquimia Juan Carlos Valdivia;1200
tt9881630;Nahuel and the Magic Book;Nahuel and the Magic Book;2020;Adventure,Animation,Family;Brazil, Chile;1.449;/vwWz3biJXjhJmn5WCjocGCVG3k2.jpg;Consuelo Pizarro, Marcelo Liapiz, Muriel Benavides, Vanesa Silva, Jorge Lillo, Sebastián Dupont, Sandro Larenas, Sergio Schmied;German Acuña;6.5;389;Nahuel and the Magic Book Adventure,Animation,Family Consuelo Pizarro, Marcelo Liapiz, Muriel Benavides, Vanesa Silva, Jorge Lillo, Sebastián Dupont, Sandro Larenas, Sergio Schmied German Acuña;1201
tt0100275;The Wandering Soap Opera;The Wandering Soap Opera;2017;Comedy,Drama,Fantasy;Chile;1.698;/hsVZr1hdkfnxIxJNjeOQGC97VF3.jpg;Luis Alarcón, Patricia Rivadeneira, Francisco Reyes, Consuelo Castillo, Roberto Poblete, Liliana García, Mauricio Pesutic, Leticia Garrido, Marcial Edwards, Fernando Bordeu;Raúl Ruiz, Valeria Sarmiento;6.5;369;The Wandering Soap Opera Comedy,Drama,Fantasy Luis Alarcón, Patricia Rivadeneira, Francisco Reyes, Consuelo Castillo, Roberto Poblete, Liliana García, Mauricio Pesutic, Leticia Garrido, Marcial Edwards, Fernando Bordeu Raúl Ruiz, Valeria Sarmiento;1202
tt0356446;Buenos Aires 100 Km;Buenos Aires 100 Km;2004;Drama;Argentina, France, Spain;0.918;/pMX0k5TzA19YuOXKqld5CD5Z1aC.jpg;Juan Ignacio Pérez Roca, Emiliano Fernández, Hernán Wainstein, Alan Ardel, Juan Pablo Bazzini, Sandra Ballesteros, Roly Serrano, Daniel Valenzuela, Noemí Frenkel, Silvia Baylé;Pablo José Meza;6.5;356;Buenos Aires 100 Km Drama Juan Ignacio Pérez Roca, Emiliano Fernández, Hernán Wainstein, Alan Ardel, Juan Pablo Bazzini, Sandra Ballesteros, Roly Serrano, Daniel Valenzuela, Noemí Frenkel, Silvia Baylé Pablo José Meza;1203
tt2371365;El Revenge;El Revenge;2016;Comedy;Argentina, Brazil;2.822;/s4aNLsRTlTGgp8q6zQzWx0s04T1.jpg;Felipe Rocha, Daniel Furlan, Leandra Leal, Ana Pauls, Marilina Gerpe Lugrin, Adrián Navarro, Aylin Prandi, Sebastián Presta, Gastón Ricaud;Fernando Fraiha;6.5;355;El Revenge Comedy Felipe Rocha, Daniel Furlan, Leandra Leal, Ana Pauls, Marilina Gerpe Lugrin, Adrián Navarro, Aylin Prandi, Sebastián Presta, Gastón Ricaud Fernando Fraiha;1204
tt4935084;Bleak Street;Bleak Street;2015;Crime,Drama;Mexico;2.656;/aAyOrHoMryRFhyOOt8EXN0HwN2m.jpg;Patricia Reyes Spíndola, Nora Velázquez, Silvia Pasquel, Alejandro Suárez, Metztli Adamina, Rakel Adriana, Paola Arroyo, Víctor Carpinteiro, Greta Cervantes, Carlos Chavez;Arturo Ripstein;6.5;341;Bleak Street Crime,Drama Patricia Reyes Spíndola, Nora Velázquez, Silvia Pasquel, Alejandro Suárez, Metztli Adamina, Rakel Adriana, Paola Arroyo, Víctor Carpinteiro, Greta Cervantes, Carlos Chavez Arturo Ripstein;1205
tt15108354;The Great Movement;The Great Movement;2021;Drama;Bolivia, France, Qatar, Switzerland, United Kingdom;1.443;/ze8grI0vWEzyu5UydSx3eoZOKuI.jpg;Max Bautista Uchasara, Julio César Ticona, Israel Hurtado, Gustavo Milán Ticona, Francisa Arce de Aro, Ricardo Aguilera, Marcela Chambi, Marlene Pinto, Carmen Quisbert, Armando Ochoa;Kiro Russo;6.5;326;The Great Movement Drama Max Bautista Uchasara, Julio César Ticona, Israel Hurtado, Gustavo Milán Ticona, Francisa Arce de Aro, Ricardo Aguilera, Marcela Chambi, Marlene Pinto, Carmen Quisbert, Armando Ochoa Kiro Russo;1206
tt3737944;The Winter;The Winter;2016;Drama;Argentina;0.6;/67b1X15Ve65DFVlRMN9ux0DBlS5.jpg;Alejandro Sieveking, Cristian Salguero, Adrián Fondari, Pablo Cedrón, Mara Bestelli, Violeta Vidal, Eva Jarriau, Raphaël Turrents, Fernando Javier Desmonts, Antoine Desmonts Pelis;Emiliano Torres;6.5;278;The Winter Drama Alejandro Sieveking, Cristian Salguero, Adrián Fondari, Pablo Cedrón, Mara Bestelli, Violeta Vidal, Eva Jarriau, Raphaël Turrents, Fernando Javier Desmonts, Antoine Desmonts Pelis Emiliano Torres;1207
tt2047788;The Porcelain Horse;The Porcelain Horse;2012;Drama;Ecuador;0.846;/qNe88HZI2BXIHBrxlq0bl37tO7K.jpg;Francisco Savinovich, Victor Arauz, Leovanna Orlandini, Andrés Crespo, Alejandro Fajardo, Héctor Napolitano, Maribel Solines, Francisco Aguinaga, Sergio Rodriguez, Luis Gabriel 'Guaba' Peralta;Javier Andrade;6.5;275;The Porcelain Horse Drama Francisco Savinovich, Victor Arauz, Leovanna Orlandini, Andrés Crespo, Alejandro Fajardo, Héctor Napolitano, Maribel Solines, Francisco Aguinaga, Sergio Rodriguez, Luis Gabriel 'Guaba' Peralta Javier Andrade;1208
tt2767992;She Doesn't Want to Sleep Alone;She Doesn't Want to Sleep Alone;2012;Drama;Mexico;1.209;/pQvDz8CpOb8QN58bxE9LpMHLovK.jpg;Mariana Gajá, Adriana Roel, Leonardo Ortizgris, Arturo Beristáin, Emma Dib, Norma Pablo, Reyna Mendizábal, Emiliano Becerril, Gabriel Montiel, Leticia Snyder;Natalia Beristain;6.5;227;She Doesn't Want to Sleep Alone Drama Mariana Gajá, Adriana Roel, Leonardo Ortizgris, Arturo Beristáin, Emma Dib, Norma Pablo, Reyna Mendizábal, Emiliano Becerril, Gabriel Montiel, Leticia Snyder Natalia Beristain;1209
tt6788930;The Little Match Girl;The Little Match Girl;2017;Drama;Argentina;1.504;/5AdG1FyM8z42GYBwdPmnYeDWh53.jpg;María Villar, Walter Jakob, Cleo Moguillansky, Baldur Brönnimann, Luciana Acuña, Leonel Elizondo, Lalo Rotavería;Alejo Moguillansky;6.5;220;The Little Match Girl Drama María Villar, Walter Jakob, Cleo Moguillansky, Baldur Brönnimann, Luciana Acuña, Leonel Elizondo, Lalo Rotavería Alejo Moguillansky;1210
tt14812780;The Employer and the Employee;The Employer and the Employee;2021;Drama;Argentina, Brazil, France, Uruguay;1.445;/sJpx42gpJYff2GSBsP0ZIoBAY4d.jpg;Nahuel Pérez Biscayart, Cristian Borges, Justina Bustos, Fatima Quintanilla, Jean Pierre Noher, Carlos Lacuesta, Roberto Oliveira, Carlos Teliz, Rafael Sosa Zeballos, José Victor Castiel;Manolo Nieto;6.5;212;The Employer and the Employee Drama Nahuel Pérez Biscayart, Cristian Borges, Justina Bustos, Fatima Quintanilla, Jean Pierre Noher, Carlos Lacuesta, Roberto Oliveira, Carlos Teliz, Rafael Sosa Zeballos, José Victor Castiel Manolo Nieto;1211
tt0287813;Zapatista;Zapatista;1999;Documentary;Mexico, United States of America;2.731;/4KVGShVORqRJjmJoodzdjQEM8Vv.jpg;;Benjamin Eichert, Rick Rowley, Staale Sandberg;6.5;205;Zapatista Documentary  Benjamin Eichert, Rick Rowley, Staale Sandberg;1212
tt0062336;The Tango of the Widower and Its Distorting Mirror;The Tango of the Widower and Its Distorting Mirror;2020;Drama;Chile;1.405;/yzbqP9woGq2wGUJh0DzVXlr3Th7.jpg;Rubén Sotoconil, Claudia Paz, Luis Alarcón, Shenda Román, Luis Vilches, Delfina Guzmán, Alonso Venegas, Sergio Hernández, Chamila Rodríguez, Néstor Cantillana;Raúl Ruiz, Valeria Sarmiento;6.5;193;The Tango of the Widower and Its Distorting Mirror Drama Rubén Sotoconil, Claudia Paz, Luis Alarcón, Shenda Román, Luis Vilches, Delfina Guzmán, Alonso Venegas, Sergio Hernández, Chamila Rodríguez, Néstor Cantillana Raúl Ruiz, Valeria Sarmiento;1213
tt22024112;The Other Son;The Other Son;2023;Drama;Argentina, Colombia, France;3.0;/8l373OlubHYPPfxt07GoHHW4mLo.jpg;Miguel Gonzalez, Ilona Almansa, Jenny Navarrete, John Hurtado, Gabriel Taboada, Simon Trujillo;Juan Sebastián Quebrada;6.5;187;The Other Son Drama Miguel Gonzalez, Ilona Almansa, Jenny Navarrete, John Hurtado, Gabriel Taboada, Simon Trujillo Juan Sebastián Quebrada;1214
tt27042638;Adios Buenos Aires;Adios Buenos Aires;2023;Comedy,Drama,Music;Germany, Argentina;1.785;/hBUeFyAL3KK3sA1ZBp8lFTqxxQG.jpg;Diego Cremonesi, Marina Bellati, Carlos Portaluppi, Manuel Vicente, Rafael Spregelburd, Mario Alarcón, Luis Ziembrowski, David Masajnik, Regina Lamm, Violeta Narvay;German Kral;6.5;186;Adios Buenos Aires Comedy,Drama,Music Diego Cremonesi, Marina Bellati, Carlos Portaluppi, Manuel Vicente, Rafael Spregelburd, Mario Alarcón, Luis Ziembrowski, David Masajnik, Regina Lamm, Violeta Narvay German Kral;1215
tt2214997;The Dream of Lu;The Dream of Lu;2011;Drama;Mexico;1.349;/v4DRJGrQUSi1HKraDtm3w8mR0dc.jpg;Úrsula Pruneda, Gerardo Trejoluna, María del Carmen Farias, Emilio Echevarría, Moisés Arizmendi, Maria Deschamps, Emiliano Magana;Hari Sama;6.5;185;The Dream of Lu Drama Úrsula Pruneda, Gerardo Trejoluna, María del Carmen Farias, Emilio Echevarría, Moisés Arizmendi, Maria Deschamps, Emiliano Magana Hari Sama;1216
tt4327978;NN;NN;2014;Drama;Colombia, France, Germany, Peru;0.655;/g6vcYiJ24M2ODQXmXDCpdIiYoSU.jpg;Paul Vega, Antonieta Pari, Isabel Gaona, Lucho Cáceres, Gonzalo Molina, Manuel Gold, Amiel Cayo, Fiorella Díaz, Andrea Pacheco;Héctor Gálvez;6.5;165;NN Drama Paul Vega, Antonieta Pari, Isabel Gaona, Lucho Cáceres, Gonzalo Molina, Manuel Gold, Amiel Cayo, Fiorella Díaz, Andrea Pacheco Héctor Gálvez;1217
tt0196983;Heroes Dream;Heroes Dream;1996;Drama;Argentina;0.697;/bPBsaEwC8r6uBL9h9x23YzuX1eI.jpg;Germán Palacios, Soledad Villamil, Lito Cruz, Fabián Vena, Fernando Fernán Gómez, Luis Brandoni, Diego Peretti, Damián de Santo, Juan Ignacio Machado, Rita Cortese;Sergio Renán;6.5;154;Heroes Dream Drama Germán Palacios, Soledad Villamil, Lito Cruz, Fabián Vena, Fernando Fernán Gómez, Luis Brandoni, Diego Peretti, Damián de Santo, Juan Ignacio Machado, Rita Cortese Sergio Renán;1218
tt0107582;Miroslava;Miroslava;1993;Drama;Mexico;2.002;/xik4xrYYttnSJb2BsviD8bsihhc.jpg;Arielle Dombasle, Claudio Brook, Milosh Trnka, Arleta Jeziorska, Evangelina Martínez, Pamela Sniezhkin Brook, Verónica Langer, Rosa María Bianchi, Josefo Rodríguez, Alicia Laguna;Alejandro Pelayo;6.5;153;Miroslava Drama Arielle Dombasle, Claudio Brook, Milosh Trnka, Arleta Jeziorska, Evangelina Martínez, Pamela Sniezhkin Brook, Verónica Langer, Rosa María Bianchi, Josefo Rodríguez, Alicia Laguna Alejandro Pelayo;1219
tt10208192;Let It Be Law;Let It Be Law;2019;Documentary;Argentina, France, Uruguay;1.412;/d2BHABVExbwuoRmgZcS1uWjVreJ.jpg;;Juan Solanas;6.5;153;Let It Be Law Documentary  Juan Solanas;1220
tt4486290;Gored;Gored;2015;Documentary;Mexico, United States of America;0.6;/mIPxFqUEoI6l64PbR3Jez7VYCg.jpg;Antonio Barrera, María José Barrera, José Sánches Benito, José Antonio del Moral, Octavio Flores, Enrique Sierra Gil, Francisco López León, César Pérez, Maider Sánchez-Martin;Ido Mizrahy;6.5;146;Gored Documentary Antonio Barrera, María José Barrera, José Sánches Benito, José Antonio del Moral, Octavio Flores, Enrique Sierra Gil, Francisco López León, César Pérez, Maider Sánchez-Martin Ido Mizrahy;1221
