tconst;title;primaryTitle;startYear;genres;production_countries;popularity;poster_path;actors;directors;averageRating;numVotes;combined_features;index
tt0201477;The Beast Must Die;The Beast Must Die;1952;Mystery,Thriller;Argentina;2.659;/rIi0VXMYUxYV2CUkjQB06JhkaRF.jpg;Narciso Ibáñez Menta, Guillermo Battaglia, Milagros de la Vega, Nathán Pinzón, Beba Bidart, Ernesto Bianco, Gloria Ferrandiz, Humberto Balado, Josefa Goldar, Jesús Pampín;Román Viñoly Barreto;7.5;590;The Beast Must Die Mystery,Thriller Narciso Ibáñez Menta, Guillermo Battaglia, Milagros de la Vega, Nathán Pinzón, Beba Bidart, Ernesto Bianco, Gloria Ferrandiz, Humberto Balado, Josefa Goldar, Jesús Pampín Román Viñoly Barreto;251
tt0043115;Victims of Sin;Victims of Sin;1951;Crime,Drama,Musical;Mexico;1.461;/esWjP2ubj4Q1xZ3hYL2OoVN87gN.jpg;Ninón Sevilla, Tito Junco, Rodolfo Acosta, Rita Montaner, Ismael Pérez, Margarita Ceballos, Arturo Soto Rangel, Francisco Reiguera, Lupe Carriles, Jorge Treviño;Emilio Fernández;7.5;561;Victims of Sin Crime,Drama,Musical Ninón Sevilla, Tito Junco, Rodolfo Acosta, Rita Montaner, Ismael Pérez, Margarita Ceballos, Arturo Soto Rangel, Francisco Reiguera, Lupe Carriles, Jorge Treviño Emilio Fernández;252
tt26448953;The Echo;The Echo;2023;Documentary;Germany, Mexico;1.058;/lFkRkV5suyV27XAL6GDcFNQ4Rj1.jpg;Montserrat Hernandez, María de los Ángeles Pacheco Tapia, Luz María Vázquez González, Sarahí Rojas Hernández, William Antonio Vázquez González, Uriel Hernández Hernández, Ramiro Hernández Hernández, Berenice Cortés Muñoz, Andrea González Lima;Tatiana Huezo;7.5;364;The Echo Documentary Montserrat Hernandez, María de los Ángeles Pacheco Tapia, Luz María Vázquez González, Sarahí Rojas Hernández, William Antonio Vázquez González, Uriel Hernández Hernández, Ramiro Hernández Hernández, Berenice Cortés Muñoz, Andrea González Lima Tatiana Huezo;253
tt1530953;Pelada;Pelada;2010;Documentary,Sport;Argentina, Austria, Bolivia, Brazil, China, Egypt, France, Georgia, Germany, Hungary, Iran, Israel, Italy, Japan, Mexico, Palestinian Territory, Peru, South Africa, Togo, Trinidad and Tobago, United Kingdom, United States of America, Uruguay;1.117;/m6WDsMSP9qbgXhtiZwHQmNCdMOk.jpg;;Luke Boughen, Rebekah Fergusson, Gwendolyn Oxenham, Ryan White;7.5;360;Pelada Documentary,Sport  Luke Boughen, Rebekah Fergusson, Gwendolyn Oxenham, Ryan White;254
tt7795132;Silence Is a Falling Body;Silence Is a Falling Body;2017;Documentary,Drama,Family;Argentina;0.6;/vk1ybJ0uJLFjIcinOWKaAobNrju.jpg;La Delpi;Agustina Comedi;7.5;352;Silence Is a Falling Body Documentary,Drama,Family La Delpi Agustina Comedi;255
tt0161609;The Unknown Policeman;The Unknown Policeman;1941;Comedy,Crime,Drama;Mexico;5.363;/uqv69ruL7APgVQizjD2bsQRRinO.jpg;Cantinflas, Mapy Cortés, Daniel 'Chino' Herrera, Gloria Marín, Julio Villarreal, Agustín Isunza, Carlos López Moctezuma, Luis G. Barreiro, Consuelo Guerrero de Luna, Carolina Barret;Miguel M. Delgado;7.5;322;The Unknown Policeman Comedy,Crime,Drama Cantinflas, Mapy Cortés, Daniel 'Chino' Herrera, Gloria Marín, Julio Villarreal, Agustín Isunza, Carlos López Moctezuma, Luis G. Barreiro, Consuelo Guerrero de Luna, Carolina Barret Miguel M. Delgado;256
tt5278836;Between Sea and Land;Between Sea and Land;2016;Drama;Colombia;2.249;/tbxAvBAvXTofN6EeDQUrDlLvipf.jpg;Jorge Cao, Manolo Cruz, Vicky Hernández, Alejandro Rubio, Viviana Serna, Mile Vergara;;7.5;274;Between Sea and Land Drama Jorge Cao, Manolo Cruz, Vicky Hernández, Alejandro Rubio, Viviana Serna, Mile Vergara ;257
tt0097951;The Secret Nation;The Secret Nation;1989;Drama;Bolivia, Spain;1.4;/8OXQN4nnkBcvcXHmdX8B3qifm0C.jpg;Julio Baltazar, Percy Brun, Zulema Bustamante, Juan Carlos Calcina, Víctor Condiri, Orlando Huanca, Delfina Mamani, Tatiana Mancilla, Arminda Miranda, Edwin Pinell;Jorge Sanjinés;7.5;215;The Secret Nation Drama Julio Baltazar, Percy Brun, Zulema Bustamante, Juan Carlos Calcina, Víctor Condiri, Orlando Huanca, Delfina Mamani, Tatiana Mancilla, Arminda Miranda, Edwin Pinell Jorge Sanjinés;258
tt5138974;The Man Who Saw Too Much;The Man Who Saw Too Much;2016;Documentary;United States of America, Mexico;1.219;/246XMTlPPihO3mOx687m04GVxE5.jpg;;Trisha Ziff;7.5;202;The Man Who Saw Too Much Documentary  Trisha Ziff;259
tt8119782;América;América;2018;Documentary;Mexico, United States of America;1.075;/hvdtyGU4HNkbLLMCa8gsbGm6TH2.jpg;;Erick Stoll, Chase Whiteside;7.5;194;América Documentary  Erick Stoll, Chase Whiteside;260
tt5261818;Plaza de la Soledad;Plaza de la Soledad;2016;Documentary;Mexico;0.6;/tbtydzP3ArYKIsHfgPYNZC3nbQx.jpg;;Maya Goded;7.5;151;Plaza de la Soledad Documentary  Maya Goded;261
tt1270647;The Inheritors;The Inheritors;2008;Documentary;Mexico;1.018;/wplS3S902v8tAmQjRNxl1vxsACe.jpg;;Eugenio Polgovsky;7.5;124;The Inheritors Documentary  Eugenio Polgovsky;262
tt5255874;Tamara and the Ladybug;Tamara and the Ladybug;2016;Drama;Mexico;0.6;/7XnjIF2fL6VVkXChe5A852cBkrv.jpg;Cecilia Cantú, Ángeles Cruz, Manuel Jimènez Fraire, Mercedes Pascual, Angelina Peláez, Asbel Ramses, Gustavo Sánchez Parra, Harold Torres, Alberto Trujillo;Lucía Carreras;7.5;111;Tamara and the Ladybug Drama Cecilia Cantú, Ángeles Cruz, Manuel Jimènez Fraire, Mercedes Pascual, Angelina Peláez, Asbel Ramses, Gustavo Sánchez Parra, Harold Torres, Alberto Trujillo Lucía Carreras;263
tt0061622;No Stars in the Jungle;No Stars in the Jungle;1967;Adventure;Argentina, Peru;0.6;/fg4p4qrrt2wutyFj7vgiijIR7Df.jpg;Jorge Aragón, Willie Griffiths, César David Miró, Jorge Montoro, Luis Otero, Susana Pardal, Ignacio Quirós, Tania Rey, Eduardo Vargas;Armando Robles Godoy;7.5;103;No Stars in the Jungle Adventure Jorge Aragón, Willie Griffiths, César David Miró, Jorge Montoro, Luis Otero, Susana Pardal, Ignacio Quirós, Tania Rey, Eduardo Vargas Armando Robles Godoy;264
tt9005462;What I Feel for You;What I Feel for You;2018;Comedy,Drama;Puerto Rico, Dominican Republic;0.663;/gqcCfCt9DVGYysrbG9SK50HKw7j.jpg;Yordanka Ariosa, Robinson Díaz, Nashla Bogaert, Félix Germán, Frank Perozo, Gabriela de la Garza, Luis Oscar Villanueva, Luis José Germán, Omar Patin, Ico Abreu;Raúl Camilo;7.5;87;What I Feel for You Comedy,Drama Yordanka Ariosa, Robinson Díaz, Nashla Bogaert, Félix Germán, Frank Perozo, Gabriela de la Garza, Luis Oscar Villanueva, Luis José Germán, Omar Patin, Ico Abreu Raúl Camilo;265
tt2327459;Vanishing Landscapes;Vanishing Landscapes;2012;Drama,Mystery;Argentina;0.931;/y1Et2qfq9T2QcwXKHcOV3lrSCik.jpg;María Luz Subiela, Juan Manuel López Baio, Araceli Sangronis, Fernando Birri;Eliseo Subiela;7.5;63;Vanishing Landscapes Drama,Mystery María Luz Subiela, Juan Manuel López Baio, Araceli Sangronis, Fernando Birri Eliseo Subiela;266
tt11448286;Mezquite's Heart;Mezquite's Heart;2019;Drama;Mexico;0.6;/xixz8bHKLEBK4ZFGAuerhxCREVR.jpg;Mayrin Buitimea, Ianis Guerrero, Julio Valenzuela, Alberta Yocupicio, Camilo Yocupicio;Ana Laura Calderón;7.5;61;Mezquite's Heart Drama Mayrin Buitimea, Ianis Guerrero, Julio Valenzuela, Alberta Yocupicio, Camilo Yocupicio Ana Laura Calderón;267
tt6744624;The Other Side of the Wall;The Other Side of the Wall;2017;Documentary;Spain, Mexico;0.97;/3sJbdm5iMnZAiTaZDzEYpP0hHx2.jpg;;Pau Ortiz;7.5;58;The Other Side of the Wall Documentary  Pau Ortiz;268
tt14531382;Salaryman;Salaryman;2021;Documentary,Drama;Costa Rica, Japan;0.897;/8tev4BZLLIseCIw1xMZmmQye7qq.jpg;;Allegra Pacheco;7.5;53;Salaryman Documentary,Drama  Allegra Pacheco;269
tt15101380;Romeo Santos: King of Bachata;Romeo Santos: King of Bachata;2021;Documentary,Music;Dominican Republic;2.093;/pfq6KbmlrU6DAbaPNLZjQnWs0dA.jpg;;Devin Amar, Charles Todd;7.5;45;Romeo Santos: King of Bachata Documentary,Music  Devin Amar, Charles Todd;270
tt1396481;The Toledo Report;The Toledo Report;2009;Documentary;Mexico;0.6;/nts3kx0qybomYTVdMrNtExQkOEy.jpg;Germaine Gomez Haro;Albino Alvarez;7.5;40;The Toledo Report Documentary Germaine Gomez Haro Albino Alvarez;271
tt7616020;Yellow Sunglasses;Yellow Sunglasses;2020;Comedy;Brazil, Ecuador;0.84;/sNU5cbr5vHWmuLprhgIbG8kZQYP.jpg;Alejandra Corman, Alejandro Fajardo, Pablo López, Enzo Macchiavello, Paloma Pierini;Iván Mora Manzano;7.5;40;Yellow Sunglasses Comedy Alejandra Corman, Alejandro Fajardo, Pablo López, Enzo Macchiavello, Paloma Pierini Iván Mora Manzano;272
tt26733463;Vera and the Pleasure of Others;Vera and the Pleasure of Others;2023;Comedy,Drama;Argentina;0.6;/g6sBFt0utKD3RkZ1uaKKlAtaTtA.jpg;Ofelia Castillo, Inés Estévez, Luciana Grasso, Mariano Raimondi, Carlos Resta;Federico Actis, Romina Tamburello;7.5;37;Vera and the Pleasure of Others Comedy,Drama Ofelia Castillo, Inés Estévez, Luciana Grasso, Mariano Raimondi, Carlos Resta Federico Actis, Romina Tamburello;273
tt26447192;Family Album;Family Album;2023;Comedy,Drama,Music;Argentina, Uruguay;1.767;/y56rFtm0GwJI06Zw8CCcqst50vT.jpg;Diego Cremonesi, Franco Rizzaro, Valeria Lois, Alfonso Tort, Vicente Luan, Roberto Suárez, Ángela Torres, Cori Bove, Salvador de Palleja, Pedro Duarte;Guillermo Rocamora;7.5;33;Family Album Comedy,Drama,Music Diego Cremonesi, Franco Rizzaro, Valeria Lois, Alfonso Tort, Vicente Luan, Roberto Suárez, Ángela Torres, Cori Bove, Salvador de Palleja, Pedro Duarte Guillermo Rocamora;274
tt10043458;The Whisper of Silence;The Whisper of Silence;2020;Drama;El Salvador;0.644;/4kNaCSU3qTgZgAAHU5keQcbhw93.jpg;Laura Osma, Juan Carlos Velis, Fernando Gaviria, Emy Mena, Carlos Aylagas, William Castillo, Luis Balibrera, Ale Martore, Gonzalo Rivera, Mercy Flores;Alfonso Quijada;7.5;32;The Whisper of Silence Drama Laura Osma, Juan Carlos Velis, Fernando Gaviria, Emy Mena, Carlos Aylagas, William Castillo, Luis Balibrera, Ale Martore, Gonzalo Rivera, Mercy Flores Alfonso Quijada;275
tt1885377;Solar System;Solar System;2011;Documentary;Germany, Argentina;1.017;/9CLAkDV6QBUkvQ0JBk79XIJDj3B.jpg;;Thomas Heise;7.5;30;Solar System Documentary  Thomas Heise;276
tt11230056;The Longleg;The Longleg;2019;Adventure,Animation,Family;Argentina;0.6;/PP1T3Y9NWAlWTD3cxz83gGLel2.jpg;Inés Efron, Tamara Kiper, Charo López, Peto Menahem, Favio Posca;Mercedes Moreira;7.5;25;The Longleg Adventure,Animation,Family Inés Efron, Tamara Kiper, Charo López, Peto Menahem, Favio Posca Mercedes Moreira;277
tt0487547;Argentina Beat;Argentina Beat;2006;Documentary,Music;Argentina;0.6;/nzuAizZthXIHp5D7yWkGYWebWJq.jpg;Emilio del Guercio, Rogelio García Lupo, Rodolfo García, Miguel Grinberg, Pipo Lernoud, Javier Martínez, Nito Mestre, Moris, Litto Nebbia, Alfredo Rosso;Hernán Gaffet;7.5;22;Argentina Beat Documentary,Music Emilio del Guercio, Rogelio García Lupo, Rodolfo García, Miguel Grinberg, Pipo Lernoud, Javier Martínez, Nito Mestre, Moris, Litto Nebbia, Alfredo Rosso Hernán Gaffet;278
tt11502944;When You Listen;When You Listen;2019;Documentary;Bolivia, Spain;0.6;/9bwd51e5tOfRw0ADdsmTYuX73V6.jpg;Rubén Darío, Niño de Elche, Iván Leopardo, Saxoman;Sergi Cameron;7.5;21;When You Listen Documentary Rubén Darío, Niño de Elche, Iván Leopardo, Saxoman Sergi Cameron;279
tt6494536;Mantis Nest;Mantis Nest;2018;Drama;Cuba, Dominican Republic, Mexico;0.6;/awN8YuKT60WUhNGqvhcfXvQj11m.jpg;Caleb Casas, Amelia Fernández, Yadier Fernández, Luis Alberto García, Armando Miguel Gómez, Yara Massiel, Claudia Álvarez Rosendo;Arturo Sotto Díaz;7.5;19;Mantis Nest Drama Caleb Casas, Amelia Fernández, Yadier Fernández, Luis Alberto García, Armando Miguel Gómez, Yara Massiel, Claudia Álvarez Rosendo Arturo Sotto Díaz;280
tt1331117;Projekt Huemul: The Fourth Reich in Argentina;Projekt Huemul: The Fourth Reich in Argentina;2009;Documentary;Argentina;0.6;/5PbKXRpoVZVbnBpNK2RlAnQRAgP.jpg;Enrique Papatino, José Sacristán;Rodrigo H. Vila;7.5;16;Projekt Huemul: The Fourth Reich in Argentina Documentary Enrique Papatino, José Sacristán Rodrigo H. Vila;281
tt8286436;One or Two Questions;One or Two Questions;2018;Documentary;Uruguay, Germany;0.869;/ykCacHkd4r1xegL7Jv9H29BvrNK.jpg;María Barhoum, Graciela Salsamendi;Kristina Konrad;7.5;16;One or Two Questions Documentary María Barhoum, Graciela Salsamendi Kristina Konrad;282
tt8512952;The Sons of the Jaguar;The Sons of the Jaguar;2019;Drama,Fantasy;Mexico;0.6;/qzMvoMxrHVdqWIQ821duiupsHqb.jpg;Gabriela Cartol, Jose Casasús, Juan Cristobal Castillo, Ricardo Diaz Mendoza, Antonio Fortier, Hugo Iturbe, David Jiménez, Gerardo Martínez, Abril Mayett, Siouzana Melikian;Arturo Sanchez Del Villar;7.5;16;The Sons of the Jaguar Drama,Fantasy Gabriela Cartol, Jose Casasús, Juan Cristobal Castillo, Ricardo Diaz Mendoza, Antonio Fortier, Hugo Iturbe, David Jiménez, Gerardo Martínez, Abril Mayett, Siouzana Melikian Arturo Sanchez Del Villar;283
tt1615862;Third World;Third World;2009;Comedy;Chile, Costa Rica;0.6;/zme8ocFhTV3ddnbq1te9S55Ic6i.jpg;Juan Pablo Garuti, Carmen Tito, Luis Miguel Sanchez, Magdiel Ramirez, Hugo Del Pozo, Bibiana Alvarez, Bernardo Arancibia Flores, Carolina Bello May;César Caro Cruz;7.5;15;Third World Comedy Juan Pablo Garuti, Carmen Tito, Luis Miguel Sanchez, Magdiel Ramirez, Hugo Del Pozo, Bibiana Alvarez, Bernardo Arancibia Flores, Carolina Bello May César Caro Cruz;284
tt12430378;The Special;The Special;2020;Drama;Venezuela;0.6;/qYtmQd4nr2Xg1IgrI0qAugVYydb.jpg;Greyber Rengifo, Ruper Vásquez, Brenda Moreno;Ignacio Marquez;7.5;14;The Special Drama Greyber Rengifo, Ruper Vásquez, Brenda Moreno Ignacio Marquez;285
tt1164999;Biutiful;Biutiful;2010;Drama,Romance;Mexico, Spain, United States of America;14.327;/8cj0Q2uFfpTkCw4gMqqcTBpdoqF.jpg;Javier Bardem, Maricel Álvarez, Hanaa Bouchaib, Guillermo Estrella, Eduard Fernández, Cheikh Ndiaye, Diaryatou Daff, Taishen Cheng, Jin Luo, George Chibuikwem Chukwuma;Alejandro G. Iñárritu;7.4;95433;Biutiful Drama,Romance Javier Bardem, Maricel Álvarez, Hanaa Bouchaib, Guillermo Estrella, Eduard Fernández, Cheikh Ndiaye, Diaryatou Daff, Taishen Cheng, Jin Luo, George Chibuikwem Chukwuma Alejandro G. Iñárritu;286
tt0256009;El espinazo del diablo;The Devil's Backbone;2001;Drama,Horror,Thriller;Mexico, Spain;17.236;/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg;Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve, Íñigo Garcés, Irene Visedo, José Manuel Lorenzo, Francisco Maestre, Junio Valverde, Berta Ojea;Guillermo del Toro;7.4;72078;The Devil's Backbone Drama,Horror,Thriller Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve, Íñigo Garcés, Irene Visedo, José Manuel Lorenzo, Francisco Maestre, Junio Valverde, Berta Ojea Guillermo del Toro;287
tt0390221;Maria Full of Grace;Maria Full of Grace;2004;Crime,Drama;Ecuador, Colombia, United States of America;8.27;/30CImATfvHWLXy6a3KmHXnYXB6c.jpg;Catalina Sandino Moreno, Guilied Lopez, Orlando Tobón, Virginia Cristina Ariza, Yenny Paola Vega, Rodrigo Sánchez Borhorquez, Charles Albert Patiño, Wilson Guerrero, Johanna Andrea Mora, Fabricio Suarez;Joshua Marston;7.4;36473;Maria Full of Grace Crime,Drama Catalina Sandino Moreno, Guilied Lopez, Orlando Tobón, Virginia Cristina Ariza, Yenny Paola Vega, Rodrigo Sánchez Borhorquez, Charles Albert Patiño, Wilson Guerrero, Johanna Andrea Mora, Fabricio Suarez Joshua Marston;288
tt2059255;No;No;2012;Drama,History;Mexico, Chile, France, United States of America;10.601;/hsQIQju3hU9Dxj5Aa0br3RWXPg7.jpg;Gael García Bernal, Alfredo Castro, Antonia Zegers, Luis Gnecco, Néstor Cantillana, Marcial Tagle, Pascal Montero, Jaime Vadell, Elsa Poblete, Diego Muñoz;Pablo Larraín;7.4;26429;No Drama,History Gael García Bernal, Alfredo Castro, Antonia Zegers, Luis Gnecco, Néstor Cantillana, Marcial Tagle, Pascal Montero, Jaime Vadell, Elsa Poblete, Diego Muñoz Pablo Larraín;289
tt0071249;Bring Me the Head of Alfredo Garcia;Bring Me the Head of Alfredo Garcia;1974;Action,Crime,Drama;United States of America, Mexico;9.957;/gRWVf3InNlIlFT3WB9MnFdOwcYQ.jpg;Warren Oates, Isela Vega, Robert Webber, Gig Young, Helmut Dantine, Emilio Fernández, Kris Kristofferson, Chano Urueta, Donnie Fritts, Jorge Russek;Sam Peckinpah;7.4;21960;Bring Me the Head of Alfredo Garcia Action,Crime,Drama Warren Oates, Isela Vega, Robert Webber, Gig Young, Helmut Dantine, Emilio Fernández, Kris Kristofferson, Chano Urueta, Donnie Fritts, Jorge Russek Sam Peckinpah;290
tt1422032;Even the Rain;Even the Rain;2010;Drama,History;France, Mexico, Spain;10.077;/nXjLFjC1nZUycdO273kV4sV3XqL.jpg;Gael García Bernal, Luis Tosar, Karra Elejalde, Juan Carlos Aduviri, Raúl Arévalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Leónidas Chiri, Ezequiel Díaz;Icíar Bollaín;7.4;14332;Even the Rain Drama,History Gael García Bernal, Luis Tosar, Karra Elejalde, Juan Carlos Aduviri, Raúl Arévalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Leónidas Chiri, Ezequiel Díaz Icíar Bollaín;291
tt0106966;Strawberry & Chocolate;Strawberry & Chocolate;1993;Comedy,Drama,Romance;Cuba, Mexico, Spain;6.858;/tMwUsu080E4kS4rkHPffy1ugvaJ.jpg;Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno, Joel Angelino, Marilyn Solaya, Andrés Cortina, Antonio Carmona, Ricardo Ávila, María Elena del Toro;Tomás Gutiérrez Alea, Juan Carlos Tabío;7.4;6087;Strawberry & Chocolate Comedy,Drama,Romance Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno, Joel Angelino, Marilyn Solaya, Andrés Cortina, Antonio Carmona, Ricardo Ávila, María Elena del Toro Tomás Gutiérrez Alea, Juan Carlos Tabío;292
tt0380538;Killing Cabos;Killing Cabos;2004;Action,Adventure,Comedy;Mexico;6.661;/d6fY8CZH2UyFlFi8r8odbJR0YEt.jpg;Tony Dalton, Ana Claudia Talancón, Pedro Armendáriz Jr., Kristoff Raczynski, Raúl Méndez, Joaquín Cosio, Gustavo Sánchez Parra, Rocío Verdejo, Silverio Palacios, Jacqueline Voltaire;Alejandro Lozano;7.4;5852;Killing Cabos Action,Adventure,Comedy Tony Dalton, Ana Claudia Talancón, Pedro Armendáriz Jr., Kristoff Raczynski, Raúl Méndez, Joaquín Cosio, Gustavo Sánchez Parra, Rocío Verdejo, Silverio Palacios, Jacqueline Voltaire Alejandro Lozano;293
tt3278224;I Dream in Another Language;I Dream in Another Language;2017;Drama,Romance;Mexico, Netherlands;6.993;/tUEhleHFj47f84qd3tCrzQvLbpu.jpg;Fernando Álvarez Rebeil, José Manuel Poncelis, Eligio Meléndez, Fátima Molina, Juan Pablo de Santiago, Hoze Meléndez, Norma Angélica, Monica Miguel, Nicolasa Ortíz Monasterio, Héctor Jiménez;Ernesto Contreras;7.4;4202;I Dream in Another Language Drama,Romance Fernando Álvarez Rebeil, José Manuel Poncelis, Eligio Meléndez, Fátima Molina, Juan Pablo de Santiago, Hoze Meléndez, Norma Angélica, Monica Miguel, Nicolasa Ortíz Monasterio, Héctor Jiménez Ernesto Contreras;294
tt0104662;The Dark Side of the Heart;The Dark Side of the Heart;1992;Comedy,Drama,Romance;Argentina, Canada;8.25;/7sGolviXy0GUJ5OzDuxcv61k2UX.jpg;Darío Grandinetti, Sandra Ballesteros, Nacha Guevara, André Melançon, Jean Pierre Reguerraz, Mónica Galán, Inés Vernengo, Marisa Aguilera, Hugo Arana, Mariana Baranchuk;Eliseo Subiela;7.4;4179;The Dark Side of the Heart Comedy,Drama,Romance Darío Grandinetti, Sandra Ballesteros, Nacha Guevara, André Melançon, Jean Pierre Reguerraz, Mónica Galán, Inés Vernengo, Marisa Aguilera, Hugo Arana, Mariana Baranchuk Eliseo Subiela;295
tt11191356;Dear Future Children;Dear Future Children;2021;Biography,Documentary;Chile, Germany, Austria, Uganda, United Kingdom;0.919;/r55MFp8xVS5JU8EBNd5PybQdq9O.jpg;;Franz Böhm;7.4;3935;Dear Future Children Biography,Documentary  Franz Böhm;296
tt24082488;The Eternal Memory;The Eternal Memory;2023;Documentary;Chile;14.837;/7iZSeErC7JdOjdRkuMTfgUxvzx9.jpg;;Maite Alberdi;7.4;3567;The Eternal Memory Documentary  Maite Alberdi;297
tt9455468;Pamfir;Pamfir;2022;Action,Drama,Thriller;Chile, France, Luxembourg, Poland, Ukraine;2.552;/cXjLP4zqnQOfTtdzoKNKksNwb11.jpg;Oleksandr Yatsentyuk, Stanislav Potiak, Solomiia Kyrylova, Olena Khokhlatkina, Miroslav Makoviychuk, Ivan Sharan, Oleksandr Yarema, Andrii Kyrylchuk, Igor Danchuk, Petro Chychuk;Dmytro Sukholytkyy-Sobchuk;7.4;3558;Pamfir Action,Drama,Thriller Oleksandr Yatsentyuk, Stanislav Potiak, Solomiia Kyrylova, Olena Khokhlatkina, Miroslav Makoviychuk, Ivan Sharan, Oleksandr Yarema, Andrii Kyrylchuk, Igor Danchuk, Petro Chychuk Dmytro Sukholytkyy-Sobchuk;298
tt0053967;The Young One;The Young One;1960;Drama;Mexico, United States of America;3.712;/vgqmNCe9PKibdGpdWuhA6Ozuso.jpg;Zachary Scott, Bernie Hamilton, Key Meersman, Crahan Denton, Claudio Brook;Luis Buñuel;7.4;3123;The Young One Drama Zachary Scott, Bernie Hamilton, Key Meersman, Crahan Denton, Claudio Brook Luis Buñuel;299
tt1130981;Tear This Heart Out;Tear This Heart Out;2008;Drama;Mexico;11.662;/iYklD0eR48grqzxal49I8XjEo8w.jpg;Ana Claudia Talancón, Daniel Giménez Cacho, José María de Tavira, Joaquín Cosio, Mariana Peñalva, Camila Sodi, Danna Paola, Isela Vega, Fernando Becerril, Irene Azuela;Roberto Sneider;7.4;2784;Tear This Heart Out Drama Ana Claudia Talancón, Daniel Giménez Cacho, José María de Tavira, Joaquín Cosio, Mariana Peñalva, Camila Sodi, Danna Paola, Isela Vega, Fernando Becerril, Irene Azuela Roberto Sneider;300
tt1426374;The Wind Journeys;The Wind Journeys;2009;Drama,Music;Argentina, Colombia, Germany, Netherlands;2.801;/mmdvtUbeNDyPIgytDepDcWpLlud.jpg;Marciano Martínez, Yull Núñez, Agustin Nieves, Jose Luis Torres, Carmen Molina, Erminia Martinez, Justo Valdez, Juan Batista Martinez, Hector Brito, Guillermo Merlo;Ciro Guerra;7.4;2549;The Wind Journeys Drama,Music Marciano Martínez, Yull Núñez, Agustin Nieves, Jose Luis Torres, Carmen Molina, Erminia Martinez, Justo Valdez, Juan Batista Martinez, Hector Brito, Guillermo Merlo Ciro Guerra;301
tt0157154;The Rose Seller;The Rose Seller;1998;Drama;Colombia;7.973;/iJfuI7jolnDeXhHmC9tm2frygpy.jpg;Leidy María 'Lady' Tabares, Marta Correa, Mileider Gil, Diana Murillo, Liliana Giraldo, Yuli García, Álex Bedoya, Elkin Vargas, John Fredy Ríos, Robinson García;Víctor Gaviria;7.4;2183;The Rose Seller Drama Leidy María 'Lady' Tabares, Marta Correa, Mileider Gil, Diana Murillo, Liliana Giraldo, Yuli García, Álex Bedoya, Elkin Vargas, John Fredy Ríos, Robinson García Víctor Gaviria;302
tt6010976;Midnight Family;Midnight Family;2019;Documentary;Mexico;4.068;/bYDK57xzZli6krR6iGQQcqxaz91.jpg;;Luke Lorentzen;7.4;2048;Midnight Family Documentary  Luke Lorentzen;303
tt0080482;Bye Bye Brazil;Bye Bye Brazil;1980;Drama;Argentina, Brazil, France;3.088;/sRzzduxIr4FKKZGTg3dtjwNi2YT.jpg;José Wilker, Betty Faria, Fábio Jr., Zaira Zambelli, Príncipe Nabor, Emmanuel Cavalcanti, José Márcio Passos, Carlos Kroeber, Jofre Soares, Rodolfo Arena;Carlos Diegues;7.4;2029;Bye Bye Brazil Drama José Wilker, Betty Faria, Fábio Jr., Zaira Zambelli, Príncipe Nabor, Emmanuel Cavalcanti, José Márcio Passos, Carlos Kroeber, Jofre Soares, Rodolfo Arena Carlos Diegues;304
tt3422094;The Thin Yellow Line;The Thin Yellow Line;2015;Adventure,Drama;Mexico;13.42;/bjcegq38wYxrQuCCmZWHfUfdem.jpg;Damián Alcázar, Joaquín Cosio, Silverio Palacios, Gustavo Sánchez Parra, Américo Hollander, Fernando Becerril, Tara Parra, Sara Juárez, Enoc Leaño, Fermín Martínez;Celso R. García;7.4;1858;The Thin Yellow Line Adventure,Drama Damián Alcázar, Joaquín Cosio, Silverio Palacios, Gustavo Sánchez Parra, Américo Hollander, Fernando Becerril, Tara Parra, Sara Juárez, Enoc Leaño, Fermín Martínez Celso R. García;305
tt0124312;Ashes of Paradise;Ashes of Paradise;1997;Crime,Drama,Mystery;Argentina;2.325;/h3hzqWknjn8pCjwlAb8s5IVS7ZV.jpg;Héctor Alterio, Cecilia Roth, Leonardo Sbaraglia, Daniel Kuzniecka, Leticia Brédice, Alejo García Pintos, Nicolás Abeles, Jorge Marrale, Chela Ruíz, Rita Cortese;Marcelo Piñeyro;7.4;1816;Ashes of Paradise Crime,Drama,Mystery Héctor Alterio, Cecilia Roth, Leonardo Sbaraglia, Daniel Kuzniecka, Leticia Brédice, Alejo García Pintos, Nicolás Abeles, Jorge Marrale, Chela Ruíz, Rita Cortese Marcelo Piñeyro;306
